"","nuts_id","month_date","year_date","type_of_class","MIS","statistical_unit","articles"
"66","DE224",1,2022,NA,0,NA,13940501
"67","DE225",1,2022,NA,0,NA,13940501
"68","DE226",1,2022,NA,0,NA,13940501
"69","DE227",1,2022,NA,0,NA,13940501
"70","DE228",1,2022,NA,0,NA,13940501
"71","DE229",1,2022,NA,0,NA,13940501
"72","DE22A",1,2022,NA,0,NA,13940501
"73","DE22B",1,2022,NA,0,NA,13940501
"74","DE22C",1,2022,NA,0,NA,13940501
"75","DE232",1,2022,NA,0,NA,13940501
"76","DE234",1,2022,NA,0,NA,13940501
"77","DE235",1,2022,NA,0,NA,13940501
"78","DE236",1,2022,NA,0,NA,13940501
"79","DE237",1,2022,NA,0,NA,13940501
"80","DE238",1,2022,NA,0,NA,13940501
"81","DE239",1,2022,NA,0,NA,13940501
"82","DE23A",1,2022,NA,0,NA,13940501
"83","DE241",1,2022,NA,0,NA,13940501
"84","DE242",1,2022,NA,0,NA,13940501
"85","DE243",1,2022,NA,0,NA,13940501
"86","DE245",1,2022,NA,0,NA,13940501
"87","DE246",1,2022,NA,0,NA,13940501
"88","DE247",1,2022,NA,0,NA,13940501
"89","DE248",1,2022,NA,0,NA,13940501
"90","DE249",1,2022,NA,0,NA,13940501
"91","DE24A",1,2022,NA,0,NA,13940501
"92","DE24B",1,2022,NA,0,NA,13940501
"93","DE24C",1,2022,NA,0,NA,13940501
"94","DE24D",1,2022,NA,0,NA,13940501
"95","DE251",1,2022,NA,0,NA,13940501
"96","DE252",1,2022,NA,0,NA,13940501
"97","DE253",1,2022,NA,0,NA,13940501
"98","DE254",1,2022,NA,0,NA,13940501
"99","DE256",1,2022,NA,0,NA,13940501
"100","DE257",1,2022,NA,0,NA,13940501
"101","DE259",1,2022,NA,0,NA,13940501
"102","DE25A",1,2022,NA,0,NA,13940501
"103","DE25B",1,2022,NA,0,NA,13940501
"104","DE25C",1,2022,NA,0,NA,13940501
"105","DE261",1,2022,NA,0,NA,13940501
"106","DE262",1,2022,NA,0,NA,13940501
"107","DE263",1,2022,"social",0.037874499632402,"nuts3",13940501
"108","DE264",1,2022,NA,0,NA,13940501
"109","DE265",1,2022,NA,0,NA,13940501
"110","DE266",1,2022,NA,0,NA,13940501
"111","DE267",1,2022,NA,0,NA,13940501
"112","DE268",1,2022,NA,0,NA,13940501
"113","DE269",1,2022,NA,0,NA,13940501
"114","DE26A",1,2022,NA,0,NA,13940501
"115","DE26B",1,2022,NA,0,NA,13940501
"116","DE26C",1,2022,NA,0,NA,13940501
"117","DE271",1,2022,NA,0,NA,13940501
"118","DE272",1,2022,NA,0,NA,13940501
"119","DE273",1,2022,NA,0,NA,13940501
"120","DE274",1,2022,NA,0,NA,13940501
"121","DE275",1,2022,NA,0,NA,13940501
"122","DE276",1,2022,NA,0,NA,13940501
"123","DE277",1,2022,NA,0,NA,13940501
"124","DE279",1,2022,NA,0,NA,13940501
"125","DE27A",1,2022,NA,0,NA,13940501
"126","DE27B",1,2022,NA,0,NA,13940501
"127","DE27C",1,2022,NA,0,NA,13940501
"128","DE27D",1,2022,NA,0,NA,13940501
"129","DE27E",1,2022,NA,0,NA,13940501
"130","DE300",1,2022,NA,0,NA,13940501
"131","DE401",1,2022,NA,0,NA,13940501
"132","DE402",1,2022,NA,0,NA,13940501
"133","DE403",1,2022,NA,0,NA,13940501
"134","DE404",1,2022,NA,0,NA,13940501
"135","DE405",1,2022,NA,0,NA,13940501
"136","DE406",1,2022,NA,0,NA,13940501
"137","DE407",1,2022,NA,0,NA,13940501
"138","DE408",1,2022,NA,0,NA,13940501
"139","DE409",1,2022,NA,0,NA,13940501
"140","DE40A",1,2022,NA,0,NA,13940501
"141","DE40B",1,2022,NA,0,NA,13940501
"142","DE40C",1,2022,NA,0,NA,13940501
"143","DE40D",1,2022,NA,0,NA,13940501
"144","DE40E",1,2022,NA,0,NA,13940501
"145","DE40F",1,2022,NA,0,NA,13940501
"146","DE40G",1,2022,NA,0,NA,13940501
"147","DE40H",1,2022,NA,0,NA,13940501
"148","DE40I",1,2022,NA,0,NA,13940501
"149","DE501",1,2022,NA,0,NA,13940501
"150","DE502",1,2022,NA,0,NA,13940501
"151","DE600",1,2022,NA,0,NA,13940501
"152","DE711",1,2022,NA,0,NA,13940501
"153","DE712",1,2022,NA,0,NA,13940501
"154","DE713",1,2022,NA,0,NA,13940501
"155","DE714",1,2022,"social",0.037874499632402,"nuts3",13940501
"156","DE715",1,2022,NA,0,NA,13940501
"157","DE716",1,2022,NA,0,NA,13940501
"158","DE717",1,2022,NA,0,NA,13940501
"159","DE718",1,2022,NA,0,NA,13940501
"160","DE719",1,2022,NA,0,NA,13940501
"161","DE71A",1,2022,NA,0,NA,13940501
"162","DE71B",1,2022,NA,0,NA,13940501
"163","DE71C",1,2022,NA,0,NA,13940501
"164","DE71D",1,2022,NA,0,NA,13940501
"165","DE71E",1,2022,NA,0,NA,13940501
"166","DE721",1,2022,"forestry",0.037874499632402,"nuts3",13940501
"167","DE722",1,2022,NA,0,NA,13940501
"168","DE723",1,2022,NA,0,NA,13940501
"169","DE724",1,2022,"forestry",0.0757489992648041,"nuts3",13940501
"170","DE725",1,2022,NA,0,NA,13940501
"171","DE731",1,2022,NA,0,NA,13940501
"172","DE732",1,2022,NA,0,NA,13940501
"173","DE733",1,2022,NA,0,NA,13940501
"174","DE734",1,2022,NA,0,NA,13940501
"175","DE735",1,2022,NA,0,NA,13940501
"176","DE736",1,2022,NA,0,NA,13940501
"177","DE737",1,2022,NA,0,NA,13940501
"178","DE803",1,2022,NA,0,NA,13940501
"179","DE804",1,2022,NA,0,NA,13940501
"180","DE80J",1,2022,NA,0,NA,13940501
"181","DE80K",1,2022,NA,0,NA,13940501
"182","DE80L",1,2022,NA,0,NA,13940501
"183","DE80M",1,2022,NA,0,NA,13940501
"184","DE80N",1,2022,NA,0,NA,13940501
"185","DE80O",1,2022,NA,0,NA,13940501
"186","DE911",1,2022,NA,0,NA,13940501
"187","DE913",1,2022,NA,0,NA,13940501
"188","DE914",1,2022,NA,0,NA,13940501
"189","DE916",1,2022,NA,0,NA,13940501
"190","DE917",1,2022,NA,0,NA,13940501
"191","DE918",1,2022,NA,0,NA,13940501
"192","DE91A",1,2022,NA,0,NA,13940501
"193","DE91B",1,2022,NA,0,NA,13940501
"194","DE91C",1,2022,"forestry",0.0757489992648041,"nuts3",13940501
"195","DE922",1,2022,NA,0,NA,13940501
"196","DE923",1,2022,NA,0,NA,13940501
"197","DE925",1,2022,NA,0,NA,13940501
"198","DE926",1,2022,NA,0,NA,13940501
"199","DE927",1,2022,NA,0,NA,13940501
"200","DE928",1,2022,NA,0,NA,13940501
"201","DE929",1,2022,NA,0,NA,13940501
"202","DE931",1,2022,NA,0,NA,13940501
"203","DE932",1,2022,NA,0,NA,13940501
"204","DE933",1,2022,NA,0,NA,13940501
"205","DE934",1,2022,NA,0,NA,13940501
"206","DE935",1,2022,NA,0,NA,13940501
"207","DE936",1,2022,NA,0,NA,13940501
"208","DE937",1,2022,NA,0,NA,13940501
"209","DE938",1,2022,NA,0,NA,13940501
"210","DE939",1,2022,NA,0,NA,13940501
"211","DE93A",1,2022,NA,0,NA,13940501
"212","DE93B",1,2022,NA,0,NA,13940501
"213","DE941",1,2022,NA,0,NA,13940501
"214","DE943",1,2022,NA,0,NA,13940501
"215","DE944",1,2022,NA,0,NA,13940501
"216","DE946",1,2022,NA,0,NA,13940501
"217","DE947",1,2022,NA,0,NA,13940501
"218","DE948",1,2022,NA,0,NA,13940501
"219","DE949",1,2022,NA,0,NA,13940501
"220","DE94A",1,2022,NA,0,NA,13940501
"221","DE94B",1,2022,NA,0,NA,13940501
"222","DE94C",1,2022,NA,0,NA,13940501
"223","DE94D",1,2022,NA,0,NA,13940501
"224","DE94E",1,2022,NA,0,NA,13940501
"225","DE94F",1,2022,NA,0,NA,13940501
"226","DE94G",1,2022,NA,0,NA,13940501
"227","DE94H",1,2022,NA,0,NA,13940501
"228","DEA11",1,2022,"social",0.037874499632402,"nuts3",13940501
"229","DEA11",1,2022,"waterways",0.037874499632402,"nuts3",13940501
"230","DEA12",1,2022,"waterways",0.037874499632402,"nuts3",13940501
"231","DEA13",1,2022,NA,0,NA,13940501
"232","DEA14",1,2022,NA,0,NA,13940501
"233","DEA15",1,2022,NA,0,NA,13940501
"234","DEA18",1,2022,NA,0,NA,13940501
"235","DEA19",1,2022,NA,0,NA,13940501
"236","DEA1A",1,2022,NA,0,NA,13940501
"237","DEA1B",1,2022,NA,0,NA,13940501
"238","DEA1C",1,2022,NA,0,NA,13940501
"239","DEA1D",1,2022,NA,0,NA,13940501
"240","DEA1E",1,2022,NA,0,NA,13940501
"241","DEA1F",1,2022,NA,0,NA,13940501
"242","DEA22",1,2022,NA,0,NA,13940501
"243","DEA23",1,2022,"social",0.037874499632402,"nuts3",13940501
"244","DEA24",1,2022,NA,0,NA,13940501
"245","DEA26",1,2022,NA,0,NA,13940501
"246","DEA27",1,2022,NA,0,NA,13940501
"247","DEA28",1,2022,NA,0,NA,13940501
"248","DEA29",1,2022,NA,0,NA,13940501
"249","DEA2A",1,2022,NA,0,NA,13940501
"250","DEA2B",1,2022,NA,0,NA,13940501
"251","DEA2C",1,2022,NA,0,NA,13940501
"252","DEA2D",1,2022,NA,0,NA,13940501
"253","DEA31",1,2022,NA,0,NA,13940501
"254","DEA32",1,2022,NA,0,NA,13940501
"255","DEA33",1,2022,NA,0,NA,13940501
"256","DEA34",1,2022,NA,0,NA,13940501
"257","DEA35",1,2022,NA,0,NA,13940501
"258","DEA36",1,2022,NA,0,NA,13940501
"259","DEA37",1,2022,NA,0,NA,13940501
"260","DEA38",1,2022,"forestry",0.0757489992648041,"nuts3",13940501
"261","DEA41",1,2022,NA,0,NA,13940501
"262","DEA42",1,2022,NA,0,NA,13940501
"263","DEA43",1,2022,NA,0,NA,13940501
"264","DEA44",1,2022,NA,0,NA,13940501
"265","DEA45",1,2022,NA,0,NA,13940501
"266","DEA46",1,2022,NA,0,NA,13940501
"267","DEA47",1,2022,NA,0,NA,13940501
"268","DEA51",1,2022,NA,0,NA,13940501
"269","DEA52",1,2022,NA,0,NA,13940501
"270","DEA53",1,2022,NA,0,NA,13940501
"271","DEA55",1,2022,NA,0,NA,13940501
"272","DEA56",1,2022,NA,0,NA,13940501
"273","DEA57",1,2022,NA,0,NA,13940501
"274","DEA58",1,2022,NA,0,NA,13940501
"275","DEA59",1,2022,NA,0,NA,13940501
"276","DEA5A",1,2022,NA,0,NA,13940501
"277","DEA5B",1,2022,NA,0,NA,13940501
"278","DEA5C",1,2022,NA,0,NA,13940501
"279","DEB11",1,2022,NA,0,NA,13940501
"280","DEB12",1,2022,NA,0,NA,13940501
"281","DEB13",1,2022,NA,0,NA,13940501
"282","DEB14",1,2022,NA,0,NA,13940501
"283","DEB15",1,2022,NA,0,NA,13940501
"284","DEB17",1,2022,NA,0,NA,13940501
"285","DEB18",1,2022,NA,0,NA,13940501
"286","DEB1A",1,2022,NA,0,NA,13940501
"287","DEB1B",1,2022,NA,0,NA,13940501
"288","DEB1C",1,2022,NA,0,NA,13940501
"289","DEB1D",1,2022,NA,0,NA,13940501
"290","DEB21",1,2022,NA,0,NA,13940501
"291","DEB22",1,2022,NA,0,NA,13940501
"292","DEB23",1,2022,NA,0,NA,13940501
"293","DEB24",1,2022,NA,0,NA,13940501
"294","DEB25",1,2022,NA,0,NA,13940501
"295","DEB32",1,2022,NA,0,NA,13940501
"296","DEB35",1,2022,NA,0,NA,13940501
"297","DEB36",1,2022,NA,0,NA,13940501
"298","DEB37",1,2022,NA,0,NA,13940501
"299","DEB39",1,2022,NA,0,NA,13940501
"300","DEB3A",1,2022,NA,0,NA,13940501
"301","DEB3B",1,2022,NA,0,NA,13940501
"302","DEB3C",1,2022,NA,0,NA,13940501
"303","DEB3D",1,2022,NA,0,NA,13940501
"304","DEB3F",1,2022,NA,0,NA,13940501
"305","DEB3G",1,2022,NA,0,NA,13940501
"306","DEB3H",1,2022,NA,0,NA,13940501
"307","DEB3J",1,2022,NA,0,NA,13940501
"308","DEB3K",1,2022,NA,0,NA,13940501
"309","DEC01",1,2022,NA,0,NA,13940501
"310","DEC02",1,2022,NA,0,NA,13940501
"311","DEC03",1,2022,NA,0,NA,13940501
"312","DEC04",1,2022,NA,0,NA,13940501
"313","DEC05",1,2022,NA,0,NA,13940501
"314","DEC06",1,2022,NA,0,NA,13940501
"315","DED21",1,2022,NA,0,NA,13940501
"316","DED2C",1,2022,NA,0,NA,13940501
"317","DED2D",1,2022,NA,0,NA,13940501
"318","DED2E",1,2022,NA,0,NA,13940501
"319","DED2F",1,2022,NA,0,NA,13940501
"320","DED41",1,2022,NA,0,NA,13940501
"321","DED42",1,2022,NA,0,NA,13940501
"322","DED43",1,2022,NA,0,NA,13940501
"323","DED44",1,2022,NA,0,NA,13940501
"324","DED45",1,2022,"energy",0.037874499632402,"nuts3",13940501
"325","DED45",1,2022,"waterways",0.037874499632402,"nuts3",13940501
"326","DED51",1,2022,NA,0,NA,13940501
"327","DED52",1,2022,NA,0,NA,13940501
"328","DED53",1,2022,NA,0,NA,13940501
"329","DEE01",1,2022,NA,0,NA,13940501
"330","DEE02",1,2022,NA,0,NA,13940501
"331","DEE03",1,2022,NA,0,NA,13940501
"332","DEE04",1,2022,NA,0,NA,13940501
"333","DEE05",1,2022,"livestock",0.0757489992648041,"nuts3",13940501
"334","DEE06",1,2022,NA,0,NA,13940501
"335","DEE07",1,2022,NA,0,NA,13940501
"336","DEE08",1,2022,NA,0,NA,13940501
"337","DEE09",1,2022,NA,0,NA,13940501
"338","DEE0A",1,2022,NA,0,NA,13940501
"339","DEE0B",1,2022,"livestock",0.0757489992648041,"nuts3",13940501
"340","DEE0C",1,2022,NA,0,NA,13940501
"341","DEE0D",1,2022,NA,0,NA,13940501
"342","DEE0E",1,2022,NA,0,NA,13940501
"343","DEF02",1,2022,NA,0,NA,13940501
"344","DEF03",1,2022,NA,0,NA,13940501
"345","DEF04",1,2022,NA,0,NA,13940501
"346","DEF05",1,2022,NA,0,NA,13940501
"347","DEF06",1,2022,NA,0,NA,13940501
"348","DEF07",1,2022,NA,0,NA,13940501
"349","DEF08",1,2022,NA,0,NA,13940501
"350","DEF09",1,2022,NA,0,NA,13940501
"351","DEF0A",1,2022,NA,0,NA,13940501
"352","DEF0B",1,2022,NA,0,NA,13940501
"353","DEF0C",1,2022,NA,0,NA,13940501
"354","DEF0D",1,2022,NA,0,NA,13940501
"355","DEF0E",1,2022,NA,0,NA,13940501
"356","DEF0F",1,2022,NA,0,NA,13940501
"357","DEG01",1,2022,NA,0,NA,13940501
"358","DEG02",1,2022,NA,0,NA,13940501
"359","DEG03",1,2022,NA,0,NA,13940501
"360","DEG04",1,2022,NA,0,NA,13940501
"361","DEG05",1,2022,NA,0,NA,13940501
"362","DEG06",1,2022,NA,0,NA,13940501
"363","DEG07",1,2022,NA,0,NA,13940501
"364","DEG09",1,2022,NA,0,NA,13940501
"365","DEG0A",1,2022,"energy",0.037874499632402,"nuts3",13940501
"366","DEG0A",1,2022,"waterways",0.037874499632402,"nuts3",13940501
"367","DEG0B",1,2022,NA,0,NA,13940501
"368","DEG0C",1,2022,NA,0,NA,13940501
"369","DEG0D",1,2022,NA,0,NA,13940501
"370","DEG0E",1,2022,NA,0,NA,13940501
"371","DEG0F",1,2022,NA,0,NA,13940501
"372","DEG0G",1,2022,NA,0,NA,13940501
"373","DEG0H",1,2022,NA,0,NA,13940501
"374","DEG0I",1,2022,NA,0,NA,13940501
"375","DEG0J",1,2022,NA,0,NA,13940501
"376","DEG0K",1,2022,NA,0,NA,13940501
"377","DEG0L",1,2022,NA,0,NA,13940501
"378","DEG0M",1,2022,NA,0,NA,13940501
"379","DEG0N",1,2022,NA,0,NA,13940501
"380","DEG0P",1,2022,NA,0,NA,13940501
"381","DE111",2,2022,NA,0,NA,13940501
"382","DE112",2,2022,NA,0,NA,13940501
"383","DE113",2,2022,NA,0,NA,13940501
"384","DE114",2,2022,NA,0,NA,13940501
"385","DE115",2,2022,NA,0,NA,13940501
"386","DE116",2,2022,NA,0,NA,13940501
"387","DE117",2,2022,NA,0,NA,13940501
"388","DE118",2,2022,NA,0,NA,13940501
"389","DE119",2,2022,NA,0,NA,13940501
"390","DE11A",2,2022,NA,0,NA,13940501
"391","DE11B",2,2022,NA,0,NA,13940501
"392","DE11C",2,2022,NA,0,NA,13940501
"393","DE11D",2,2022,NA,0,NA,13940501
"394","DE121",2,2022,NA,0,NA,13940501
"395","DE123",2,2022,NA,0,NA,13940501
"396","DE124",2,2022,NA,0,NA,13940501
"397","DE125",2,2022,NA,0,NA,13940501
"398","DE126",2,2022,NA,0,NA,13940501
"399","DE127",2,2022,NA,0,NA,13940501
"400","DE128",2,2022,NA,0,NA,13940501
"401","DE12A",2,2022,NA,0,NA,13940501
"402","DE12C",2,2022,NA,0,NA,13940501
"403","DE131",2,2022,NA,0,NA,13940501
"404","DE132",2,2022,NA,0,NA,13940501
"405","DE133",2,2022,NA,0,NA,13940501
"406","DE134",2,2022,NA,0,NA,13940501
"407","DE135",2,2022,NA,0,NA,13940501
"408","DE136",2,2022,NA,0,NA,13940501
"409","DE137",2,2022,NA,0,NA,13940501
"410","DE138",2,2022,NA,0,NA,13940501
"411","DE139",2,2022,NA,0,NA,13940501
"412","DE13A",2,2022,NA,0,NA,13940501
"413","DE141",2,2022,NA,0,NA,13940501
"414","DE142",2,2022,NA,0,NA,13940501
"415","DE143",2,2022,NA,0,NA,13940501
"416","DE144",2,2022,NA,0,NA,13940501
"417","DE145",2,2022,NA,0,NA,13940501
"418","DE146",2,2022,NA,0,NA,13940501
"419","DE147",2,2022,NA,0,NA,13940501
"420","DE148",2,2022,NA,0,NA,13940501
"421","DE149",2,2022,NA,0,NA,13940501
"422","DE211",2,2022,NA,0,NA,13940501
"423","DE212",2,2022,NA,0,NA,13940501
"424","DE213",2,2022,NA,0,NA,13940501
"425","DE214",2,2022,NA,0,NA,13940501
"426","DE215",2,2022,NA,0,NA,13940501
"427","DE216",2,2022,NA,0,NA,13940501
"428","DE217",2,2022,NA,0,NA,13940501
"429","DE218",2,2022,NA,0,NA,13940501
"430","DE219",2,2022,NA,0,NA,13940501
"431","DE21A",2,2022,NA,0,NA,13940501
"432","DE21B",2,2022,NA,0,NA,13940501
"433","DE21C",2,2022,NA,0,NA,13940501
"434","DE21E",2,2022,NA,0,NA,13940501
"435","DE21F",2,2022,NA,0,NA,13940501
"436","DE21G",2,2022,NA,0,NA,13940501
"437","DE21H",2,2022,NA,0,NA,13940501
"438","DE21J",2,2022,NA,0,NA,13940501
"439","DE21K",2,2022,NA,0,NA,13940501
"440","DE21L",2,2022,NA,0,NA,13940501
"441","DE21M",2,2022,NA,0,NA,13940501
"442","DE21N",2,2022,NA,0,NA,13940501
"443","DE221",2,2022,NA,0,NA,13940501
"444","DE222",2,2022,NA,0,NA,13940501
"445","DE223",2,2022,NA,0,NA,13940501
"446","DE224",2,2022,NA,0,NA,13940501
"447","DE225",2,2022,NA,0,NA,13940501
"448","DE226",2,2022,NA,0,NA,13940501
"449","DE227",2,2022,NA,0,NA,13940501
"450","DE228",2,2022,NA,0,NA,13940501
"451","DE229",2,2022,NA,0,NA,13940501
"452","DE22A",2,2022,NA,0,NA,13940501
"453","DE22B",2,2022,NA,0,NA,13940501
"454","DE22C",2,2022,NA,0,NA,13940501
"455","DE232",2,2022,NA,0,NA,13940501
"456","DE234",2,2022,NA,0,NA,13940501
"457","DE235",2,2022,NA,0,NA,13940501
"458","DE236",2,2022,NA,0,NA,13940501
"459","DE237",2,2022,NA,0,NA,13940501
"460","DE238",2,2022,NA,0,NA,13940501
"461","DE239",2,2022,NA,0,NA,13940501
"462","DE23A",2,2022,NA,0,NA,13940501
"463","DE241",2,2022,NA,0,NA,13940501
"464","DE242",2,2022,"forestry",0.037874499632402,"nuts3",13940501
"465","DE243",2,2022,NA,0,NA,13940501
"466","DE245",2,2022,NA,0,NA,13940501
"467","DE246",2,2022,"forestry",0.037874499632402,"nuts3",13940501
"468","DE247",2,2022,NA,0,NA,13940501
"469","DE248",2,2022,NA,0,NA,13940501
"470","DE249",2,2022,NA,0,NA,13940501
"471","DE24A",2,2022,NA,0,NA,13940501
"472","DE24B",2,2022,NA,0,NA,13940501
"473","DE24C",2,2022,NA,0,NA,13940501
"474","DE24D",2,2022,NA,0,NA,13940501
"475","DE251",2,2022,NA,0,NA,13940501
"476","DE252",2,2022,NA,0,NA,13940501
"477","DE253",2,2022,NA,0,NA,13940501
"478","DE254",2,2022,NA,0,NA,13940501
"479","DE256",2,2022,NA,0,NA,13940501
"480","DE257",2,2022,NA,0,NA,13940501
"481","DE259",2,2022,NA,0,NA,13940501
"482","DE25A",2,2022,NA,0,NA,13940501
"483","DE25B",2,2022,NA,0,NA,13940501
"484","DE25C",2,2022,NA,0,NA,13940501
"485","DE261",2,2022,NA,0,NA,13940501
"486","DE262",2,2022,NA,0,NA,13940501
"487","DE263",2,2022,NA,0,NA,13940501
"488","DE264",2,2022,NA,0,NA,13940501
"489","DE265",2,2022,NA,0,NA,13940501
"490","DE266",2,2022,NA,0,NA,13940501
"491","DE267",2,2022,NA,0,NA,13940501
"492","DE268",2,2022,NA,0,NA,13940501
"493","DE269",2,2022,NA,0,NA,13940501
"494","DE26A",2,2022,NA,0,NA,13940501
"495","DE26B",2,2022,NA,0,NA,13940501
"496","DE26C",2,2022,NA,0,NA,13940501
"497","DE271",2,2022,NA,0,NA,13940501
"498","DE272",2,2022,NA,0,NA,13940501
"499","DE273",2,2022,NA,0,NA,13940501
"500","DE274",2,2022,NA,0,NA,13940501
"501","DE275",2,2022,NA,0,NA,13940501
"502","DE276",2,2022,NA,0,NA,13940501
"503","DE277",2,2022,NA,0,NA,13940501
"504","DE279",2,2022,NA,0,NA,13940501
"505","DE27A",2,2022,NA,0,NA,13940501
"506","DE27B",2,2022,NA,0,NA,13940501
"507","DE27C",2,2022,NA,0,NA,13940501
"508","DE27D",2,2022,NA,0,NA,13940501
"509","DE27E",2,2022,NA,0,NA,13940501
"510","DE300",2,2022,NA,0,NA,13940501
"511","DE401",2,2022,NA,0,NA,13940501
"512","DE402",2,2022,NA,0,NA,13940501
"513","DE403",2,2022,NA,0,NA,13940501
"514","DE404",2,2022,NA,0,NA,13940501
"515","DE405",2,2022,NA,0,NA,13940501
"516","DE406",2,2022,NA,0,NA,13940501
"517","DE407",2,2022,NA,0,NA,13940501
"518","DE408",2,2022,NA,0,NA,13940501
"519","DE409",2,2022,NA,0,NA,13940501
"520","DE40A",2,2022,NA,0,NA,13940501
"521","DE40B",2,2022,NA,0,NA,13940501
"522","DE40C",2,2022,NA,0,NA,13940501
"523","DE40D",2,2022,NA,0,NA,13940501
"524","DE40E",2,2022,NA,0,NA,13940501
"525","DE40F",2,2022,NA,0,NA,13940501
"526","DE40G",2,2022,NA,0,NA,13940501
"527","DE40H",2,2022,NA,0,NA,13940501
"528","DE40I",2,2022,NA,0,NA,13940501
"529","DE501",2,2022,NA,0,NA,13940501
"530","DE502",2,2022,NA,0,NA,13940501
"531","DE600",2,2022,NA,0,NA,13940501
"532","DE711",2,2022,NA,0,NA,13940501
"533","DE712",2,2022,NA,0,NA,13940501
"534","DE713",2,2022,NA,0,NA,13940501
"535","DE714",2,2022,NA,0,NA,13940501
"536","DE715",2,2022,NA,0,NA,13940501
"537","DE716",2,2022,NA,0,NA,13940501
"538","DE717",2,2022,NA,0,NA,13940501
"539","DE718",2,2022,NA,0,NA,13940501
"540","DE719",2,2022,NA,0,NA,13940501
"541","DE71A",2,2022,NA,0,NA,13940501
"542","DE71B",2,2022,NA,0,NA,13940501
"543","DE71C",2,2022,NA,0,NA,13940501
"544","DE71D",2,2022,NA,0,NA,13940501
"545","DE71E",2,2022,NA,0,NA,13940501
"546","DE721",2,2022,NA,0,NA,13940501
"547","DE722",2,2022,NA,0,NA,13940501
"548","DE723",2,2022,NA,0,NA,13940501
"549","DE724",2,2022,"energy",0.0757489992648041,"nuts3",13940501
"550","DE724",2,2022,"social",0.0757489992648041,"nuts3",13940501
"551","DE725",2,2022,NA,0,NA,13940501
"552","DE731",2,2022,NA,0,NA,13940501
"553","DE732",2,2022,NA,0,NA,13940501
"554","DE733",2,2022,NA,0,NA,13940501
"555","DE734",2,2022,NA,0,NA,13940501
"556","DE735",2,2022,NA,0,NA,13940501
"557","DE736",2,2022,NA,0,NA,13940501
"558","DE737",2,2022,NA,0,NA,13940501
